,Unnamed: 0,index,county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds,beds,Predictions
653,286,24363,San Mateo,2021-07-12,7.0,6.0,13.0,690.0,1.0,2.0,25.0,2485.0,2278.7186532371375
654,287,24464,San Mateo,2021-07-13,10.0,6.0,16.0,696.0,2.0,2.0,16.0,1628.0,1782.1466301035684
655,288,24474,San Mateo,2021-07-14,8.0,4.0,12.0,719.0,2.0,1.0,15.0,1740.0,1688.9514929894447
656,289,24536,San Mateo,2021-07-15,11.0,5.0,16.0,723.0,3.0,3.0,17.0,2497.0,2374.8597002818597
657,290,24629,San Mateo,2021-07-16,15.0,4.0,19.0,709.0,3.0,1.0,20.0,557.0,630.4803225617036
658,291,24635,San Mateo,2021-07-17,13.0,5.0,18.0,717.0,4.0,1.0,15.0,546.0,467.48222962331397
659,292,24739,San Mateo,2021-07-18,14.0,8.0,22.0,695.0,5.0,1.0,15.0,1096.0,1053.762135103249
660,293,25179,San Mateo,2021-07-26,26.0,2.0,28.0,694.0,8.0,2.0,19.0,1628.0,1746.3903561328468
661,294,25463,San Mateo,2021-07-31,32.0,6.0,38.0,706.0,9.0,1.0,18.0,686.0,747.8399440571742
662,295,25482,San Mateo,2021-08-01,35.0,4.0,39.0,701.0,9.0,1.0,19.0,565.0,482.41381084107024
663,296,25535,San Mateo,2021-08-02,37.0,9.0,46.0,698.0,8.0,1.0,17.0,682.0,708.1913711990912
664,297,25634,San Mateo,2021-08-03,37.0,8.0,45.0,723.0,14.0,2.0,12.0,1628.0,1742.2674977368174
665,298,25667,San Mateo,2021-08-04,45.0,6.0,51.0,725.0,12.0,1.0,6.0,1096.0,1118.5984110956263
666,299,25708,San Mateo,2021-08-05,45.0,8.0,53.0,711.0,10.0,1.0,12.0,514.0,484.90954908016556
667,300,25758,San Mateo,2021-08-06,44.0,8.0,52.0,713.0,9.0,1.0,19.0,575.0,498.19793632233973
668,301,25842,San Mateo,2021-08-07,40.0,7.0,47.0,708.0,8.0,1.0,15.0,2474.0,2474.31161286915
669,302,25875,San Mateo,2021-08-08,42.0,9.0,51.0,693.0,7.0,1.0,17.0,789.0,881.0313539452709
670,303,25931,San Mateo,2021-08-09,38.0,7.0,45.0,703.0,8.0,1.0,19.0,1096.0,1113.7802971376811
671,304,25982,San Mateo,2021-08-10,38.0,10.0,48.0,722.0,10.0,3.0,15.0,660.0,626.433508207017
672,305,26066,San Mateo,2021-08-11,40.0,11.0,51.0,720.0,10.0,2.0,20.0,871.0,917.2259694231457
673,306,26516,San Mateo,2021-08-19,54.0,7.0,61.0,700.0,16.0,1.0,18.0,507.0,464.272795676648
674,307,26590,San Mateo,2021-08-20,54.0,9.0,63.0,707.0,18.0,1.0,17.0,707.0,786.0549737259154
675,308,26636,San Mateo,2021-08-21,55.0,6.0,61.0,708.0,19.0,1.0,19.0,738.0,604.5548535380524
676,309,26797,San Mateo,2021-08-24,57.0,5.0,62.0,710.0,17.0,1.0,20.0,2370.0,2418.6598993065445
677,310,26825,San Mateo,2021-08-25,52.0,7.0,59.0,707.0,17.0,1.0,15.0,1781.0,1759.137279828402
678,311,26905,San Mateo,2021-08-26,56.0,10.0,66.0,716.0,16.0,1.0,17.0,566.0,527.9312891930081
679,312,26979,San Mateo,2021-08-27,53.0,8.0,61.0,730.0,17.0,1.0,13.0,2619.0,2432.0424950296183
680,313,27349,San Mateo,2021-09-03,41.0,16.0,57.0,690.0,15.0,1.0,14.0,553.0,475.1224986076761
681,314,27508,San Mateo,2021-09-06,51.0,5.0,56.0,683.0,14.0,1.0,21.0,1500.0,1438.9975537273515
682,315,27583,San Mateo,2021-09-07,53.0,3.0,56.0,686.0,18.0,1.0,22.0,707.0,815.932532973043
683,316,27606,San Mateo,2021-09-08,56.0,5.0,61.0,705.0,18.0,1.0,20.0,2170.0,2124.678275206011
684,317,27697,San Mateo,2021-09-09,55.0,3.0,58.0,708.0,18.0,2.0,17.0,2404.0,2353.4604817087693
685,318,27751,San Mateo,2021-09-10,56.0,6.0,62.0,712.0,17.0,2.0,19.0,1096.0,1134.0267740769264
686,319,27789,San Mateo,2021-09-11,51.0,8.0,59.0,695.0,15.0,1.0,15.0,2529.0,2460.506906364551
687,320,27866,San Mateo,2021-09-12,47.0,7.0,54.0,699.0,15.0,1.0,19.0,724.0,776.5402371036947
688,321,27978,San Mateo,2021-09-14,39.0,7.0,46.0,701.0,15.0,1.0,16.0,2481.0,2547.932399252566
689,322,28045,San Mateo,2021-09-15,38.0,7.0,45.0,712.0,15.0,1.0,16.0,587.0,529.919261108122
690,323,28153,San Mateo,2021-09-17,38.0,8.0,46.0,683.0,13.0,2.0,18.0,2456.0,2404.6799969134527
691,324,28192,San Mateo,2021-09-18,35.0,8.0,43.0,682.0,12.0,2.0,18.0,1748.0,2392.930347920019
692,325,28235,San Mateo,2021-09-19,34.0,7.0,41.0,687.0,13.0,1.0,20.0,871.0,921.3882713949141
693,326,28282,San Mateo,2021-09-20,35.0,5.0,40.0,683.0,11.0,1.0,25.0,1887.0,1746.3373874432405
694,327,28429,San Mateo,2021-09-22,31.0,6.0,37.0,704.0,8.0,1.0,17.0,717.0,728.5341829499986
695,328,28487,San Mateo,2021-09-23,33.0,7.0,40.0,707.0,9.0,1.0,13.0,1473.0,1392.6321149884661
696,329,28518,San Mateo,2021-09-24,30.0,9.0,39.0,713.0,10.0,1.0,16.0,595.0,588.53036810186
697,330,28574,San Mateo,2021-09-25,32.0,10.0,42.0,713.0,13.0,2.0,15.0,2411.0,2441.820626575387
698,331,28634,San Mateo,2021-09-26,30.0,11.0,41.0,707.0,13.0,1.0,18.0,2506.0,2411.639719540792
699,332,28686,San Mateo,2021-09-27,29.0,11.0,40.0,699.0,9.0,1.0,17.0,397.0,378.46454191694784
700,333,28754,San Mateo,2021-09-28,31.0,12.0,43.0,713.0,9.0,1.0,14.0,2446.0,2446.2389725959392
701,334,29035,San Mateo,2021-10-03,20.0,3.0,23.0,685.0,7.0,1.0,17.0,698.0,667.0965391478074
702,335,29089,San Mateo,2021-10-04,15.0,7.0,22.0,690.0,7.0,1.0,22.0,592.0,608.1370387332032
703,336,29167,San Mateo,2021-10-05,20.0,7.0,27.0,705.0,7.0,1.0,18.0,599.0,551.3628641451369
704,337,29187,San Mateo,2021-10-06,21.0,5.0,26.0,698.0,4.0,1.0,19.0,1628.0,1804.2740947588613
705,338,29277,San Mateo,2021-10-07,24.0,6.0,30.0,705.0,6.0,1.0,15.0,2128.0,2083.379332558695
706,339,29305,San Mateo,2021-10-08,23.0,4.0,27.0,697.0,6.0,2.0,14.0,2508.0,2474.8360056494093
707,340,29389,San Mateo,2021-10-09,19.0,4.0,23.0,672.0,4.0,2.0,13.0,2647.0,2554.715083693691
708,341,29404,San Mateo,2021-10-10,19.0,6.0,25.0,663.0,4.0,3.0,16.0,1848.0,1726.110400441003
709,342,29488,San Mateo,2021-10-11,17.0,7.0,24.0,669.0,4.0,1.0,20.0,2130.0,2077.2397390108445
710,343,29544,San Mateo,2021-10-12,18.0,10.0,28.0,682.0,4.0,3.0,17.0,2330.0,2326.001792361307
711,344,29582,San Mateo,2021-10-13,18.0,5.0,23.0,688.0,5.0,1.0,12.0,530.0,486.96420418203934
712,345,29660,San Mateo,2021-10-14,20.0,6.0,26.0,682.0,7.0,2.0,10.0,2520.0,2458.3336033274036
713,346,29717,San Mateo,2021-10-15,21.0,9.0,30.0,693.0,8.0,1.0,9.0,738.0,862.564397566686
714,347,29739,San Mateo,2021-10-16,23.0,10.0,33.0,679.0,7.0,2.0,15.0,685.0,743.5410029362497
715,348,29814,San Mateo,2021-10-17,25.0,9.0,34.0,673.0,8.0,2.0,20.0,714.0,734.8928047964424
716,0,207,Napa,2020-04-25,1.0,1.0,2.0,387.0,1.0,1.0,1.0,2332.0,2355.510201941688
717,1,2353,Napa,2020-06-08,1.0,6.0,7.0,397.0,1.0,1.0,3.0,2128.0,2112.411286496608
718,2,2661,Napa,2020-06-15,5.0,1.0,6.0,397.0,1.0,1.0,5.0,858.0,852.7235063608643
719,3,3014,Napa,2020-06-22,5.0,5.0,10.0,397.0,1.0,1.0,6.0,2564.0,2536.502718055842
720,4,3339,Napa,2020-06-28,7.0,3.0,10.0,397.0,5.0,2.0,6.0,668.0,679.3325612176037
721,5,3440,Napa,2020-06-30,7.0,2.0,9.0,397.0,7.0,1.0,1.0,2498.0,2468.9605864186856
722,6,3471,Napa,2020-07-01,7.0,1.0,8.0,397.0,7.0,1.0,41.0,2446.0,2356.2304883565107
723,7,4050,Napa,2020-07-13,9.0,2.0,11.0,387.0,6.0,1.0,4.0,597.0,646.6479062452872
724,8,4412,Napa,2020-07-20,8.0,2.0,10.0,387.0,2.0,1.0,6.0,2505.0,2526.1946944709907
725,9,5346,Napa,2020-08-06,8.0,1.0,9.0,359.0,4.0,1.0,20.0,2647.0,2658.2999032393836
726,10,5378,Napa,2020-08-07,7.0,3.0,10.0,359.0,4.0,3.0,17.0,790.0,933.3187063228033
727,11,6078,Napa,2020-08-19,5.0,1.0,6.0,359.0,3.0,1.0,19.0,583.0,614.1739986405217
728,12,7027,Napa,2020-09-05,3.0,2.0,5.0,351.0,3.0,2.0,18.0,2647.0,2680.4285672064784
729,13,11996,Napa,2020-12-03,12.0,1.0,13.0,351.0,4.0,1.0,24.0,1429.0,1378.9130827229733
730,14,12606,Napa,2020-12-14,19.0,1.0,20.0,252.0,7.0,1.0,6.0,1052.0,1232.4175464839795
731,15,12791,Napa,2020-12-17,22.0,2.0,24.0,249.0,7.0,2.0,5.0,1628.0,1751.499687866335
732,16,13675,Napa,2021-01-02,29.0,1.0,30.0,241.0,15.0,1.0,1.0,2149.0,2110.0843632784395
733,17,14378,Napa,2021-01-14,26.0,2.0,28.0,211.0,13.0,1.0,2.0,707.0,791.6780178308068
734,18,14775,Napa,2021-01-21,26.0,1.0,27.0,213.0,6.0,1.0,1.0,2647.0,2487.2414267978056
735,19,16062,Napa,2021-02-13,12.0,1.0,13.0,212.0,2.0,1.0,2.0,701.0,759.9207722825305
736,0,375,Sonoma,2020-04-29,5.0,14.0,19.0,789.0,2.0,2.0,51.0,739.0,832.6273769039155
737,1,458,Sonoma,2020-04-30,5.0,7.0,12.0,789.0,2.0,3.0,50.0,2619.0,2476.1858645664856
738,2,488,Sonoma,2020-05-01,4.0,15.0,19.0,789.0,1.0,4.0,52.0,1748.0,2069.2171031767202
739,3,550,Sonoma,2020-05-02,3.0,14.0,17.0,789.0,2.0,1.0,49.0,562.0,527.946046051898
740,4,575,Sonoma,2020-05-03,2.0,14.0,16.0,789.0,1.0,4.0,51.0,1484.0,1427.983557145873
741,5,631,Sonoma,2020-05-04,3.0,13.0,16.0,789.0,1.0,2.0,57.0,1628.0,2005.047415871501
742,6,712,Sonoma,2020-05-06,4.0,13.0,17.0,871.0,1.0,2.0,56.0,582.0,578.4756046740383
743,7,757,Sonoma,2020-05-07,2.0,11.0,13.0,871.0,1.0,2.0,52.0,2123.0,2074.2987999595
744,8,812,Sonoma,2020-05-08,2.0,15.0,17.0,871.0,1.0,4.0,51.0,2502.0,2542.2431061403167
745,9,850,Sonoma,2020-05-09,3.0,12.0,15.0,871.0,2.0,3.0,50.0,742.0,863.2629055070128
746,10,939,Sonoma,2020-05-10,5.0,7.0,12.0,871.0,2.0,2.0,50.0,761.0,819.5084726334921
747,11,987,Sonoma,2020-05-11,5.0,9.0,14.0,871.0,2.0,4.0,50.0,2462.0,2460.2045443546604
748,12,1003,Sonoma,2020-05-12,6.0,22.0,28.0,871.0,4.0,4.0,49.0,680.0,692.2842837337593
749,13,1089,Sonoma,2020-05-13,5.0,20.0,25.0,871.0,3.0,1.0,53.0,2410.0,2414.104713979877
750,14,1126,Sonoma,2020-05-14,5.0,23.0,28.0,871.0,3.0,3.0,51.0,2968.0,2565.797991629382
751,15,1174,Sonoma,2020-05-15,5.0,34.0,39.0,871.0,3.0,1.0,51.0,719.0,653.8406450932673
752,16,1335,Sonoma,2020-05-18,3.0,20.0,23.0,871.0,2.0,2.0,53.0,1874.0,1765.113668553423
753,17,1362,Sonoma,2020-05-19,4.0,24.0,28.0,871.0,2.0,2.0,54.0,592.0,637.4219834149873
754,18,1419,Sonoma,2020-05-20,2.0,34.0,36.0,871.0,2.0,2.0,52.0,1129.0,1254.730158378792
755,19,1469,Sonoma,2020-05-21,4.0,31.0,35.0,871.0,3.0,5.0,49.0,608.0,835.8552864257571
756,20,1524,Sonoma,2020-05-22,5.0,16.0,21.0,871.0,3.0,2.0,47.0,689.0,744.7231143615313
757,21,1541,Sonoma,2020-05-23,5.0,17.0,22.0,871.0,3.0,2.0,49.0,716.0,701.9920559110741
758,22,1602,Sonoma,2020-05-24,6.0,16.0,22.0,871.0,3.0,3.0,50.0,2968.0,2722.942989410923
759,23,1639,Sonoma,2020-05-25,5.0,22.0,27.0,871.0,3.0,6.0,46.0,1464.0,1875.0693146794715
760,24,1713,Sonoma,2020-05-26,5.0,20.0,25.0,871.0,2.0,4.0,59.0,2146.0,2285.8355338117053
761,25,1771,Sonoma,2020-05-27,9.0,22.0,31.0,871.0,3.0,2.0,51.0,578.0,553.6648542595776
762,26,1803,Sonoma,2020-05-28,8.0,30.0,38.0,871.0,2.0,2.0,46.0,2515.0,2452.5829003353647
763,27,1857,Sonoma,2020-05-29,7.0,37.0,44.0,871.0,2.0,6.0,51.0,1628.0,1732.8617404934796
764,28,1887,Sonoma,2020-05-30,5.0,56.0,61.0,871.0,2.0,10.0,46.0,684.0,721.4152616507719
765,29,1962,Sonoma,2020-05-31,5.0,44.0,49.0,871.0,2.0,8.0,48.0,720.0,799.2699522662148
766,30,2003,Sonoma,2020-06-01,5.0,62.0,67.0,871.0,2.0,5.0,50.0,692.0,724.0455786490711
767,31,2065,Sonoma,2020-06-02,3.0,69.0,72.0,871.0,2.0,5.0,52.0,1479.0,1383.3373394824537
768,32,2099,Sonoma,2020-06-03,3.0,76.0,79.0,871.0,2.0,8.0,50.0,721.0,718.1747945167078
769,33,2161,Sonoma,2020-06-04,4.0,54.0,58.0,871.0,2.0,7.0,51.0,1402.0,1347.9639973871156
770,34,2196,Sonoma,2020-06-05,3.0,69.0,72.0,871.0,2.0,8.0,54.0,695.0,771.5353307698095
771,35,2245,Sonoma,2020-06-06,4.0,71.0,75.0,871.0,3.0,8.0,52.0,2145.0,2143.8071414894957
772,36,2311,Sonoma,2020-06-07,5.0,66.0,71.0,871.0,3.0,9.0,49.0,587.0,586.6079642235264
773,37,2335,Sonoma,2020-06-08,5.0,74.0,79.0,871.0,3.0,10.0,47.0,558.0,506.491223001706
774,38,2384,Sonoma,2020-06-09,5.0,70.0,75.0,871.0,3.0,4.0,49.0,2148.0,2168.0788417579774
775,39,2417,Sonoma,2020-06-10,5.0,57.0,62.0,871.0,3.0,4.0,47.0,690.0,700.4781813887803
776,40,2474,Sonoma,2020-06-11,4.0,23.0,27.0,871.0,3.0,1.0,49.0,682.0,629.1703315737576
777,41,2557,Sonoma,2020-06-12,4.0,38.0,42.0,871.0,3.0,3.0,42.0,871.0,925.7489457480767
778,42,2805,Sonoma,2020-06-17,6.0,13.0,19.0,871.0,3.0,2.0,47.0,2486.0,2481.793707925622
779,43,2846,Sonoma,2020-06-18,5.0,11.0,16.0,871.0,3.0,1.0,64.0,2434.0,2461.5289050478614
780,44,2874,Sonoma,2020-06-19,4.0,4.0,8.0,871.0,3.0,1.0,57.0,682.0,650.3137215151946
781,45,3010,Sonoma,2020-06-22,6.0,1.0,7.0,871.0,4.0,1.0,58.0,1804.0,1685.1114832414798
782,46,3080,Sonoma,2020-06-23,9.0,5.0,14.0,871.0,7.0,3.0,56.0,1427.0,1412.8679512688154
783,47,3143,Sonoma,2020-06-24,7.0,1.0,8.0,871.0,4.0,1.0,55.0,750.0,844.9092887983376
784,48,3175,Sonoma,2020-06-25,7.0,4.0,11.0,871.0,4.0,2.0,54.0,712.0,688.0322726708944
785,49,3225,Sonoma,2020-06-26,8.0,4.0,12.0,871.0,4.0,1.0,50.0,1096.0,1033.705842862313
786,50,3261,Sonoma,2020-06-27,10.0,3.0,13.0,871.0,5.0,3.0,49.0,871.0,817.3115244735161
787,51,3340,Sonoma,2020-06-28,11.0,1.0,12.0,871.0,6.0,1.0,48.0,576.0,600.2334116120593
788,52,3377,Sonoma,2020-06-29,11.0,1.0,12.0,871.0,7.0,1.0,50.0,1089.0,1120.721199776166
789,53,3408,Sonoma,2020-06-30,11.0,4.0,15.0,871.0,7.0,1.0,50.0,531.0,518.1810108324539
790,54,3487,Sonoma,2020-07-01,13.0,4.0,17.0,871.0,4.0,1.0,51.0,2517.0,2375.2659985335586
791,55,3527,Sonoma,2020-07-02,12.0,3.0,15.0,871.0,3.0,1.0,50.0,676.0,727.5418460507885
792,56,3568,Sonoma,2020-07-03,15.0,3.0,18.0,862.0,3.0,1.0,48.0,2438.0,2336.5818241632414
793,57,3594,Sonoma,2020-07-04,18.0,8.0,26.0,862.0,5.0,1.0,51.0,590.0,602.3709471897002
794,58,3679,Sonoma,2020-07-05,20.0,10.0,30.0,862.0,6.0,3.0,52.0,575.0,576.3569582724954
795,59,3733,Sonoma,2020-07-06,22.0,11.0,33.0,862.0,8.0,5.0,48.0,1096.0,1085.7102362780056
796,60,3770,Sonoma,2020-07-07,24.0,9.0,33.0,862.0,9.0,2.0,43.0,1762.0,1740.6540589945862
797,61,3811,Sonoma,2020-07-08,24.0,11.0,35.0,862.0,6.0,1.0,50.0,707.0,795.9839694959408
798,62,3929,Sonoma,2020-07-10,28.0,8.0,36.0,862.0,5.0,2.0,53.0,212.0,229.4707704364646
799,63,3947,Sonoma,2020-07-11,25.0,8.0,33.0,862.0,4.0,1.0,55.0,2553.0,2415.4839532282376
800,64,3985,Sonoma,2020-07-12,25.0,9.0,34.0,862.0,5.0,2.0,50.0,586.0,516.003322860824
801,65,4054,Sonoma,2020-07-13,27.0,11.0,38.0,858.0,7.0,3.0,40.0,1911.0,1778.171979702513
802,66,4115,Sonoma,2020-07-14,30.0,11.0,41.0,858.0,9.0,2.0,39.0,2469.0,2354.362552135792
803,67,4143,Sonoma,2020-07-15,33.0,10.0,43.0,858.0,12.0,2.0,41.0,2483.0,2406.0343076825484
804,68,4190,Sonoma,2020-07-16,32.0,14.0,46.0,858.0,14.0,1.0,39.0,2455.0,2525.662275765766
805,69,4246,Sonoma,2020-07-17,38.0,21.0,59.0,858.0,15.0,2.0,32.0,1859.0,1770.1840916312174
806,70,4305,Sonoma,2020-07-18,37.0,13.0,50.0,858.0,13.0,1.0,32.0,2445.0,2422.389370611305
807,71,4373,Sonoma,2020-07-19,36.0,14.0,50.0,858.0,13.0,2.0,32.0,560.0,560.1326852017269
808,72,4385,Sonoma,2020-07-20,41.0,15.0,56.0,858.0,14.0,3.0,31.0,1478.0,1370.9941827935122
809,73,4447,Sonoma,2020-07-21,40.0,18.0,58.0,858.0,9.0,6.0,36.0,397.0,360.79033193887676
810,74,4573,Sonoma,2020-07-23,41.0,24.0,65.0,738.0,9.0,5.0,7.0,707.0,842.2219682305262
811,75,4596,Sonoma,2020-07-24,40.0,16.0,56.0,740.0,9.0,3.0,7.0,746.0,851.2680156906301
812,76,4667,Sonoma,2020-07-25,48.0,18.0,66.0,769.0,10.0,3.0,7.0,2466.0,2445.3929707739094
813,77,4717,Sonoma,2020-07-26,46.0,15.0,61.0,766.0,11.0,2.0,9.0,707.0,807.7678426973682
814,78,4778,Sonoma,2020-07-27,42.0,17.0,59.0,691.0,10.0,2.0,3.0,576.0,793.7319709522807
815,79,4826,Sonoma,2020-07-28,60.0,11.0,71.0,588.0,20.0,2.0,7.0,580.0,525.6283684746769
816,80,4878,Sonoma,2020-07-29,56.0,15.0,71.0,746.0,22.0,3.0,13.0,701.0,771.5091800214215
817,81,4935,Sonoma,2020-07-30,50.0,10.0,60.0,631.0,18.0,1.0,7.0,693.0,612.5106378807257
818,82,5013,Sonoma,2020-07-31,39.0,14.0,53.0,506.0,16.0,1.0,3.0,2968.0,2591.688885343461
819,83,5050,Sonoma,2020-08-01,43.0,13.0,56.0,478.0,16.0,1.0,6.0,2517.0,2385.9681986841756
820,84,5105,Sonoma,2020-08-02,42.0,17.0,59.0,479.0,14.0,2.0,6.0,1412.0,1807.282829090716
821,85,5178,Sonoma,2020-08-03,41.0,17.0,58.0,480.0,13.0,1.0,7.0,1794.0,1787.75381987238
822,86,5250,Sonoma,2020-08-04,42.0,15.0,57.0,485.0,11.0,1.0,10.0,2128.0,2070.504255403808
823,87,5286,Sonoma,2020-08-05,43.0,5.0,48.0,545.0,10.0,1.0,8.0,2968.0,2895.8242948700536
824,88,5335,Sonoma,2020-08-06,37.0,14.0,51.0,515.0,10.0,2.0,6.0,2116.0,2127.886664675307
825,89,5394,Sonoma,2020-08-07,36.0,2.0,38.0,532.0,10.0,1.0,7.0,1518.0,1440.3498771053326
826,90,5428,Sonoma,2020-08-08,36.0,13.0,49.0,547.0,10.0,2.0,7.0,564.0,534.797811390662
827,91,5483,Sonoma,2020-08-09,36.0,8.0,44.0,552.0,10.0,2.0,8.0,1782.0,1667.615261614045
828,92,5556,Sonoma,2020-08-10,35.0,8.0,43.0,493.0,10.0,3.0,3.0,2494.0,2400.717530757617
829,93,5651,Sonoma,2020-08-12,38.0,10.0,48.0,519.0,11.0,2.0,8.0,550.0,551.7851919204045
830,94,5776,Sonoma,2020-08-14,45.0,9.0,54.0,564.0,13.0,2.0,6.0,2496.0,2419.18151215091
831,95,5928,Sonoma,2020-08-16,47.0,8.0,55.0,552.0,13.0,1.0,2.0,682.0,714.1985347611494
832,96,5959,Sonoma,2020-08-17,44.0,8.0,52.0,507.0,12.0,4.0,5.0,2481.0,2396.836993785068
833,97,6010,Sonoma,2020-08-18,43.0,5.0,48.0,514.0,11.0,1.0,5.0,712.0,746.3259117691587
834,98,6057,Sonoma,2020-08-19,40.0,6.0,46.0,526.0,10.0,1.0,7.0,2505.0,2471.1158717026465
835,99,6262,Sonoma,2020-08-22,39.0,10.0,49.0,512.0,10.0,1.0,5.0,558.0,597.4156956916255
836,100,6306,Sonoma,2020-08-23,40.0,9.0,49.0,483.0,6.0,1.0,4.0,583.0,536.7305325715602
837,101,6388,Sonoma,2020-08-25,43.0,6.0,49.0,514.0,11.0,2.0,4.0,1543.0,1390.285012742665
838,102,6436,Sonoma,2020-08-26,39.0,4.0,43.0,533.0,9.0,1.0,5.0,557.0,503.1530978386904
839,103,6590,Sonoma,2020-08-28,38.0,9.0,47.0,556.0,11.0,1.0,8.0,552.0,496.64690791343696
840,104,6631,Sonoma,2020-08-29,34.0,5.0,39.0,532.0,9.0,2.0,9.0,2496.0,2492.192165472913
841,105,6728,Sonoma,2020-08-31,31.0,10.0,41.0,507.0,9.0,2.0,12.0,1921.0,1958.9459168603498
842,106,6817,Sonoma,2020-09-01,29.0,8.0,37.0,498.0,12.0,1.0,9.0,722.0,666.7393875599596
843,107,6844,Sonoma,2020-09-02,31.0,6.0,37.0,513.0,11.0,2.0,8.0,683.0,681.6474987269565
844,108,7077,Sonoma,2020-09-06,37.0,14.0,51.0,501.0,10.0,2.0,5.0,568.0,490.5087713651794
845,109,7129,Sonoma,2020-09-07,38.0,9.0,47.0,506.0,10.0,2.0,5.0,1485.0,1458.5709649747241
846,110,7200,Sonoma,2020-09-08,36.0,6.0,42.0,505.0,11.0,1.0,4.0,563.0,549.5176989431537
847,111,7335,Sonoma,2020-09-11,32.0,3.0,35.0,536.0,9.0,1.0,9.0,673.0,655.952177644388
848,112,7957,Sonoma,2020-09-22,18.0,2.0,20.0,529.0,3.0,1.0,8.0,707.0,826.053331633514
849,113,8147,Sonoma,2020-09-25,18.0,8.0,26.0,592.0,6.0,3.0,5.0,2491.0,2468.1433611815532
850,114,8205,Sonoma,2020-09-26,18.0,7.0,25.0,579.0,8.0,1.0,5.0,707.0,689.0007853684112
851,115,8281,Sonoma,2020-09-27,20.0,4.0,24.0,552.0,7.0,1.0,7.0,2521.0,2491.31401074737
852,116,8293,Sonoma,2020-09-28,20.0,8.0,28.0,581.0,7.0,1.0,4.0,685.0,730.1578466260789
853,117,8352,Sonoma,2020-09-29,17.0,4.0,21.0,557.0,7.0,1.0,6.0,683.0,710.8660601145981
854,118,8531,Sonoma,2020-10-02,21.0,6.0,27.0,530.0,5.0,1.0,6.0,2150.0,2155.713092274933
855,119,8596,Sonoma,2020-10-03,26.0,7.0,33.0,518.0,7.0,1.0,6.0,1857.0,1796.461414554743
856,120,8859,Sonoma,2020-10-08,30.0,8.0,38.0,560.0,5.0,1.0,7.0,871.0,931.513735092263
857,121,8905,Sonoma,2020-10-09,30.0,6.0,36.0,579.0,5.0,2.0,11.0,533.0,503.79604563695375
858,122,8992,Sonoma,2020-10-10,32.0,6.0,38.0,552.0,6.0,1.0,9.0,1890.0,1805.3860190704404
859,123,9086,Sonoma,2020-10-12,23.0,6.0,29.0,539.0,6.0,1.0,7.0,1898.0,1699.5453125612194
860,124,9268,Sonoma,2020-10-15,26.0,4.0,30.0,561.0,7.0,1.0,7.0,2412.0,2392.459441720939
861,125,9302,Sonoma,2020-10-16,25.0,6.0,31.0,563.0,6.0,1.0,5.0,1876.0,1723.1141600240787
862,126,9451,Sonoma,2020-10-18,22.0,9.0,31.0,507.0,5.0,1.0,8.0,573.0,644.7773461151869
863,127,9657,Sonoma,2020-10-22,23.0,3.0,26.0,544.0,5.0,1.0,10.0,858.0,866.5580086958653
864,128,9741,Sonoma,2020-10-24,24.0,4.0,28.0,530.0,4.0,1.0,7.0,2135.0,2166.367488757255
865,129,9798,Sonoma,2020-10-25,26.0,2.0,28.0,533.0,4.0,1.0,9.0,2522.0,2406.763333932351
866,130,9855,Sonoma,2020-10-26,30.0,4.0,34.0,556.0,5.0,2.0,9.0,720.0,753.5778516603486
867,131,9948,Sonoma,2020-10-27,27.0,8.0,35.0,548.0,5.0,1.0,11.0,1101.0,1029.9271119584387
868,132,10000,Sonoma,2020-10-28,28.0,3.0,31.0,549.0,5.0,2.0,10.0,663.0,616.3381531613693
869,133,10057,Sonoma,2020-10-29,28.0,5.0,33.0,542.0,8.0,2.0,8.0,726.0,710.1795286388642
870,134,10319,Sonoma,2020-11-03,22.0,6.0,28.0,586.0,5.0,2.0,10.0,767.0,861.5311874130578
871,135,10397,Sonoma,2020-11-04,25.0,4.0,29.0,556.0,5.0,1.0,7.0,675.0,682.8923343902627
872,136,10724,Sonoma,2020-11-10,21.0,10.0,31.0,562.0,5.0,1.0,5.0,744.0,843.8716336200857
873,137,10881,Sonoma,2020-11-13,20.0,5.0,25.0,576.0,5.0,1.0,4.0,1579.0,1883.9113961528344
874,138,11006,Sonoma,2020-11-15,18.0,2.0,20.0,551.0,6.0,2.0,4.0,2968.0,2825.8328332464675
875,139,11071,Sonoma,2020-11-16,17.0,5.0,22.0,548.0,8.0,1.0,4.0,2434.0,2469.472068119132
876,140,11212,Sonoma,2020-11-19,26.0,5.0,31.0,591.0,8.0,1.0,6.0,579.0,540.7631353032946
877,141,11296,Sonoma,2020-11-20,24.0,7.0,31.0,575.0,6.0,3.0,5.0,1499.0,1420.3429813950354
878,142,11368,Sonoma,2020-11-22,25.0,6.0,31.0,563.0,6.0,1.0,6.0,871.0,988.7467704498465
879,143,11857,Sonoma,2020-11-30,35.0,9.0,44.0,544.0,5.0,3.0,5.0,1909.0,1898.1351845358292
880,144,11889,Sonoma,2020-12-01,38.0,5.0,43.0,585.0,5.0,2.0,4.0,1856.0,1780.8959918811495
881,145,11987,Sonoma,2020-12-03,37.0,5.0,42.0,613.0,6.0,1.0,7.0,683.0,719.8939490091856
